Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SX3254212B", 0.208, 1,    120.024, -161.7,   0.99946, 2,    117.426,   17.9,   0.97783, 0, 0, 0, 0
"SX2785520B", 0.208, 1,    119.448, -161.9,   0.99467, 2,    118.857,   18.0,   0.98974, 0, 0, 0, 0
"SX2729411A", 0.208, 1,    120.792,  -41.0,    1.0059, 2,    119.488,  138.9,   0.99499, 0, 0, 0, 0
"SX2897781A", 0.208, 1,    120.433,  -41.0,    1.0029, 2,    119.855,  138.9,   0.99805, 0, 0, 0, 0
"SX3197644A", 0.208, 1,    120.783,  -40.9,    1.0058, 2,    119.274,  138.9,   0.99322, 0, 0, 0, 0
"SX3010566C", 0.208, 1,    122.604,   80.1,    1.0209, 2,    121.558, -100.0,    1.0122, 0, 0, 0, 0
"SX3236011B", 0.208, 1,    118.149, -159.7,   0.98385, 2,    118.347,   20.3,    0.9855, 0, 0, 0, 0
"SX3198358B", 0.208, 1,    119.156, -159.5,   0.99223, 2,     116.15,   20.1,    0.9672, 0, 0, 0, 0
"SX3104859B", 0.208, 1,    117.542, -159.8,   0.97879, 2,    118.906,   20.4,   0.99015, 0, 0, 0, 0
"SX2936275B", 0.208, 1,    121.923, -156.8,    1.0153, 2,    122.009,   23.2,     1.016, 0, 0, 0, 0
"SX3179674B", 0.208, 1,    120.526, -156.9,    1.0036, 2,    122.632,   23.4,    1.0212, 0, 0, 0, 0
"SX2748840B", 0.208, 1,    122.338, -156.7,    1.0187, 2,    121.255,   23.2,    1.0097, 0, 0, 0, 0
"SX3142099B", 0.208, 1,    120.187, -156.9,    1.0008, 2,    122.909,   23.4,    1.0235, 0, 0, 0, 0
"SX3011298C", 0.208, 1,    122.728,   81.2,     1.022, 2,    122.177,  -98.9,    1.0174, 0, 0, 0, 0
"SX2711234B", 0.208, 1,    119.238, -159.6,   0.99291, 2,     116.76,   20.1,   0.97228, 0, 0, 0, 0
"SX3198355B", 0.208, 1,    118.208, -159.8,   0.98433, 2,    118.564,   20.3,    0.9873, 0, 0, 0, 0
"SX2879773A", 0.208, 1,    117.956,  -39.3,   0.98224, 2,    118.395,  140.7,   0.98589, 0, 0, 0, 0
"SX2786274C", 0.208, 1,    122.295,   81.3,    1.0184, 2,    122.163,  -98.7,    1.0173, 0, 0, 0, 0
"SX3179682C", 0.208, 1,    121.878,   81.2,    1.0149, 2,    123.083,  -98.6,    1.0249, 0, 0, 0, 0
"SX2936270A", 0.208, 1,     122.78,  -35.9,    1.0224, 2,    123.058,  144.2,    1.0247, 0, 0, 0, 0
"SX3086078A", 0.208, 1,    123.814,  -35.7,     1.031, 2,    121.996,  144.0,    1.0159, 0, 0, 0, 0
"SX3217056A", 0.208, 1,    121.508,  -35.9,    1.0118, 2,    123.172,  144.3,    1.0257, 0, 0, 0, 0
"SX3217057A", 0.208, 1,    123.162,  -35.9,    1.0256, 2,    123.294,  144.2,    1.0267, 0, 0, 0, 0
"SX2936268C", 0.208, 1,    124.173,   84.5,     1.034, 2,    124.265,  -95.5,    1.0348, 0, 0, 0, 0
"SX2823592A", 0.208, 1,    123.825,  -35.5,    1.0311, 2,    124.205,  144.6,    1.0343, 0, 0, 0, 0
"SX3160863C", 0.208, 1,    125.071,   84.9,    1.0415, 2,    123.272,  -95.3,    1.0265, 0, 0, 0, 0
"SX2730108C", 0.208, 1,    123.492,   84.7,    1.0283, 2,    124.185,  -95.2,    1.0341, 0, 0, 0, 0
"SX2786204C", 0.208, 1,    123.898,   84.8,    1.0317, 2,    122.462,  -95.3,    1.0198, 0, 0, 0, 0
"SX2936216C", 0.208, 1,    122.955,   84.6,    1.0239, 2,    124.536,  -95.2,     1.037, 0, 0, 0, 0
"SX3029498C", 0.208, 1,    121.427,   80.8,    1.0111, 2,    120.502,  -99.3,    1.0034, 0, 0, 0, 0
"SX2991912A", 0.208, 1,    116.226,  -39.8,   0.96784, 2,    115.962,  140.1,   0.96563, 0, 0, 0, 0
"SX3104128A", 0.208, 1,    115.783,  -39.9,   0.96414, 2,    116.372,  140.2,   0.96905, 0, 0, 0, 0
"SX2673315A", 0.208, 1,    116.284,  -39.9,   0.96832, 2,    116.075,  140.1,   0.96658, 0, 0, 0, 0
"SX2766721A", 0.208, 1,    114.341,  -40.1,   0.95214, 2,    117.257,  140.3,   0.97642, 0, 0, 0, 0
"SX2991906A", 0.208, 1,    115.391,  -40.0,   0.96088, 2,    116.911,  140.2,   0.97354, 0, 0, 0, 0
"SX2879054A", 0.208, 1,    115.488,  -39.9,   0.96169, 2,    116.124,  140.2,   0.96698, 0, 0, 0, 0
"SX3254211B", 0.208, 1,    117.519, -162.1,    0.9786, 2,    119.813,   18.2,    0.9977, 0, 0, 0, 0
"SX2729407B", 0.208, 1,    117.768, -162.1,   0.98068, 2,    119.918,   18.2,   0.99857, 0, 0, 0, 0
"SX2691942B", 0.208, 1,    119.135, -161.9,   0.99205, 2,    118.353,   18.0,   0.98554, 0, 0, 0, 0
"SX3197629B", 0.208, 1,    117.911, -162.1,   0.98187, 2,    119.485,   18.1,   0.99497, 0, 0, 0, 0
"SX2879065B", 0.208, 1,    118.569, -162.0,   0.98734, 2,    119.094,   18.0,   0.99171, 0, 0, 0, 0
"SX0247160B", 0.208, 1,    119.295, -161.9,   0.99339, 2,    117.809,   17.9,   0.98101, 0, 0, 0, 0
"SX0247162B", 0.208, 1,    118.584, -162.0,   0.98747, 2,    118.508,   18.0,   0.98683, 0, 0, 0, 0
"SX2766732B", 0.208, 1,    118.242, -162.1,   0.98462, 2,    119.049,   18.0,   0.99134, 0, 0, 0, 0
"SX2897784B", 0.208, 1,    119.452, -161.8,   0.99469, 2,    116.411,   17.8,   0.96938, 0, 0, 0, 0
"SX0247171B", 0.208, 1,    118.529, -162.0,   0.98701, 2,    118.501,   18.0,   0.98678, 0, 0, 0, 0
"SX2936279C", 0.208, 1,    122.723,   81.2,    1.0219, 2,    120.722,  -99.0,    1.0053, 0, 0, 0, 0
"SX3179678B", 0.208, 1,    116.855, -160.0,   0.97307, 2,    117.727,   20.1,   0.98033, 0, 0, 0, 0
"SX3179650B", 0.208, 1,    116.914, -162.1,   0.97356, 2,    116.069,   17.8,   0.96652, 0, 0, 0, 0
"SX2730107C", 0.208, 1,    124.201,   80.9,    1.0342, 2,    122.663,  -99.2,    1.0214, 0, 0, 0, 0
"SX3048888C", 0.208, 1,    121.616,   84.4,    1.0127, 2,    121.747,  -95.6,    1.0138, 0, 0, 0, 0
"SX3064514C", 0.208, 1,    122.719,   84.6,    1.0219, 2,    120.654,  -95.7,    1.0047, 0, 0, 0, 0
"SX2861158C", 0.208, 1,    121.433,   84.4,    1.0112, 2,    121.621,  -95.5,    1.0128, 0, 0, 0, 0
"SX2952007C", 0.208, 1,    122.424,   84.6,    1.0194, 2,    120.628,  -95.7,    1.0045, 0, 0, 0, 0
"SX3254873C", 0.208, 1,    120.877,   84.3,    1.0066, 2,    123.039,  -95.4,    1.0246, 0, 0, 0, 0
"SX2745811C", 0.208, 1,    120.673,   84.4,    1.0049, 2,    122.683,  -95.4,    1.0216, 0, 0, 0, 0
"SX3142050C", 0.208, 1,    121.179,   84.4,    1.0091, 2,    122.869,  -95.4,    1.0232, 0, 0, 0, 0
"SX2861157C", 0.208, 1,    123.184,   84.7,    1.0258, 2,      121.7,  -95.5,    1.0134, 0, 0, 0, 0
"SX3086079B", 0.208, 1,    121.603, -156.8,    1.0126, 2,    122.396,   23.3,    1.0192, 0, 0, 0, 0
"SX2936276B", 0.208, 1,    122.586, -156.7,    1.0208, 2,    121.406,   23.2,     1.011, 0, 0, 0, 0
"SX2861223B", 0.208, 1,     121.73, -156.7,    1.0137, 2,    121.482,   23.2,    1.0116, 0, 0, 0, 0
"SX3086075B", 0.208, 1,    122.383, -156.7,    1.0191, 2,    121.211,   23.1,    1.0093, 0, 0, 0, 0
"SX2730187A", 0.208, 1,    120.906,  -37.5,    1.0068, 2,    117.955,  142.1,   0.98223, 0, 0, 0, 0
"SX3104856A", 0.208, 1,    119.943,  -37.8,   0.99879, 2,    119.967,  142.2,   0.99898, 0, 0, 0, 0
"SX2861222A", 0.208, 1,    115.797,  -39.2,   0.96426, 2,    119.773,  141.4,   0.99737, 0, 0, 0, 0
"SX2917330A", 0.208, 1,    116.895,  -39.1,    0.9734, 2,     119.29,  141.2,   0.99335, 0, 0, 0, 0
"SX2879794A", 0.208, 1,    118.047,  -38.9,     0.983, 2,    117.615,  141.1,    0.9794, 0, 0, 0, 0
"SX2936271A", 0.208, 1,    118.172,  -38.9,   0.98403, 2,    118.611,  141.1,   0.98769, 0, 0, 0, 0
"SX2955074A", 0.208, 1,    116.806,  -39.1,   0.97266, 2,    118.983,  141.2,   0.99079, 0, 0, 0, 0
"SX3030199C", 0.208, 1,    122.487,   81.8,      1.02, 2,    122.718,  -98.2,    1.0219, 0, 0, 0, 0
"SX2730163C", 0.208, 1,    121.098,   81.6,    1.0084, 2,    124.001,  -98.1,    1.0326, 0, 0, 0, 0
"SX2992624A", 0.208, 1,    118.957,  -39.0,   0.99058, 2,    117.876,  140.9,   0.98157, 0, 0, 0, 0
"SX2692654A", 0.208, 1,    117.856,  -39.1,   0.98141, 2,    118.966,  141.0,   0.99065, 0, 0, 0, 0
"SX2842379A", 0.208, 1,    119.137,  -38.9,   0.99208, 2,    116.625,  140.8,   0.97115, 0, 0, 0, 0
"SX2805031C", 0.208, 1,    123.756,   81.9,    1.0305, 2,     120.57,  -98.5,     1.004, 0, 0, 0, 0
"SX3068944B", 0.208, 1,     118.37, -159.4,   0.98569, 2,    117.684,   20.5,   0.97998, 0, 0, 0, 0
"SX2767407B", 0.208, 1,    119.387, -159.4,   0.99415, 2,    118.075,   20.4,   0.98323, 0, 0, 0, 0
"SX2879767B", 0.208, 1,    118.345, -159.5,   0.98548, 2,    119.126,   20.6,   0.99198, 0, 0, 0, 0
"SX2711224B", 0.208, 1,    119.076, -159.4,   0.99157, 2,    118.308,   20.5,   0.98517, 0, 0, 0, 0
"SX3142098B", 0.208, 1,    119.709, -159.3,   0.99684, 2,    116.863,   20.3,   0.97314, 0, 0, 0, 0
"SX2748839B", 0.208, 1,    118.655, -159.5,   0.98806, 2,    118.702,   20.5,   0.98845, 0, 0, 0, 0
"SX2917310B", 0.208, 1,    117.772, -159.6,   0.98071, 2,    119.317,   20.6,   0.99357, 0, 0, 0, 0
"SX2861218C", 0.208, 1,    123.802,   81.7,    1.0309, 2,    121.015,  -98.6,    1.0077, 0, 0, 0, 0
"SX2955081A", 0.208, 1,    118.619,  -39.2,   0.98776, 2,    118.263,  140.8,    0.9848, 0, 0, 0, 0
"SX3160878C", 0.208, 1,    122.229,   81.3,    1.0178, 2,    121.918,  -98.8,    1.0152, 0, 0, 0, 0
"SX2917336C", 0.208, 1,    122.283,   81.3,    1.0183, 2,    121.853,  -98.8,    1.0147, 0, 0, 0, 0
"SX2674047C", 0.208, 1,    122.326,   82.0,    1.0186, 2,    123.736,  -97.9,    1.0304, 0, 0, 0, 0
"SX3160865A", 0.208, 1,    119.047,  -38.7,   0.99132, 2,    117.391,  141.1,   0.97753, 0, 0, 0, 0
"SX2767408C", 0.208, 1,    124.159,   82.3,    1.0339, 2,    122.025,  -98.0,    1.0161, 0, 0, 0, 0
"SX3104853C", 0.208, 1,    121.429,   82.0,    1.0112, 2,    124.253,  -97.7,    1.0347, 0, 0, 0, 0
"SX3254915B", 0.208, 1,    119.039, -159.3,   0.99126, 2,    119.325,   20.7,   0.99364, 0, 0, 0, 0
"SX3048963B", 0.208, 1,    118.288, -159.4,     0.985, 2,    119.576,   20.8,   0.99573, 0, 0, 0, 0
"SX2711226B", 0.208, 1,    118.581, -159.3,   0.98744, 2,    118.921,   20.8,   0.99027, 0, 0, 0, 0
"SX3217052C", 0.208, 1,     122.44,   82.1,    1.0196, 2,    123.244,  -97.8,    1.0263, 0, 0, 0, 0
"SX3217053C", 0.208, 1,    122.648,   82.1,    1.0213, 2,    123.792,  -97.8,    1.0308, 0, 0, 0, 0
"SX3086074C", 0.208, 1,    122.932,   82.1,    1.0237, 2,     123.26,  -97.8,    1.0264, 0, 0, 0, 0
"SX3067507C", 0.208, 1,    124.067,   82.4,    1.0331, 2,    121.048,  -98.0,     1.008, 0, 0, 0, 0
"SX2955078A", 0.208, 1,    119.006,  -38.5,   0.99098, 2,    117.477,  141.3,   0.97825, 0, 0, 0, 0
"SX2955077C", 0.208, 1,    121.556,   82.2,    1.0122, 2,    124.409,  -97.5,     1.036, 0, 0, 0, 0
"SX3160872C", 0.208, 1,    121.666,   82.2,    1.0131, 2,    123.642,  -97.6,    1.0296, 0, 0, 0, 0
"SX3198348A", 0.208, 1,    116.566,  -38.9,   0.97067, 2,    117.686,  141.2,   0.97999, 0, 0, 0, 0
"SX2711225C", 0.208, 1,    123.157,   82.2,    1.0256, 2,    123.261,  -97.8,    1.0264, 0, 0, 0, 0
"SX3030200C", 0.208, 1,    123.235,   82.2,    1.0262, 2,    123.178,  -97.8,    1.0257, 0, 0, 0, 0
"SX3048962A", 0.208, 1,    118.583,  -38.8,   0.98746, 2,     115.67,  140.8,    0.9632, 0, 0, 0, 0
"SX3160861C", 0.208, 1,    123.352,   82.1,    1.0272, 2,    123.249,  -97.9,    1.0263, 0, 0, 0, 0
"SX3104850C", 0.208, 1,    121.951,   81.9,    1.0155, 2,    123.817,  -97.8,     1.031, 0, 0, 0, 0
"SX3251799A", 0.208, 1,    116.351,  -39.5,   0.96887, 2,    115.251,  140.4,   0.95971, 0, 0, 0, 0
"SX2936211C", 0.208, 1,    122.711,   81.7,    1.0218, 2,    123.514,  -98.2,    1.0285, 0, 0, 0, 0
"SX2842329C", 0.208, 1,    123.016,   81.7,    1.0244, 2,    123.207,  -98.2,     1.026, 0, 0, 0, 0
"SX3104796C", 0.208, 1,    122.151,   81.6,    1.0172, 2,    123.557,  -98.2,    1.0289, 0, 0, 0, 0
"SX3236004C", 0.208, 1,    123.391,   81.8,    1.0275, 2,    122.834,  -98.3,    1.0229, 0, 0, 0, 0
"SX3160896C", 0.208, 1,    122.963,   81.7,    1.0239, 2,    123.253,  -98.3,    1.0263, 0, 0, 0, 0
"SX3123452C", 0.208, 1,    122.936,   81.7,    1.0237, 2,    122.789,  -98.3,    1.0225, 0, 0, 0, 0
"SX3254869B", 0.208, 1,    117.462, -161.1,   0.97813, 2,    117.196,   18.9,   0.97591, 0, 0, 0, 0
"SX3030126C", 0.208, 1,    121.511,   81.4,    1.0118, 2,    124.148,  -98.2,    1.0338, 0, 0, 0, 0
"SX2767341C", 0.208, 1,    124.325,   81.8,    1.0353, 2,    120.713,  -98.6,    1.0052, 0, 0, 0, 0
"SX3254870C", 0.208, 1,    122.355,   81.5,    1.0189, 2,    123.317,  -98.3,    1.0269, 0, 0, 0, 0
"SX3048887B", 0.208, 1,    114.996, -161.4,   0.95759, 2,    118.246,   19.0,   0.98465, 0, 0, 0, 0
"SX2955005B", 0.208, 1,    118.131, -161.1,    0.9837, 2,    116.248,   18.6,   0.96802, 0, 0, 0, 0
"SX3216988B", 0.208, 1,    116.522, -161.3,   0.97029, 2,    117.355,   18.8,   0.97723, 0, 0, 0, 0
"SX3179607B", 0.208, 1,    117.489, -161.2,   0.97835, 2,    116.386,   18.7,   0.96917, 0, 0, 0, 0
"SX2898457A", 0.208, 1,    114.755,  -40.5,   0.95558, 2,    114.011,  139.4,   0.94939, 0, 0, 0, 0
"SX2767340A", 0.208, 1,     110.22,  -40.8,   0.91782, 2,    115.354,  139.9,   0.96057, 0, 0, 0, 0
"SX2767340B", 0.208, 1,    113.255, -161.7,    0.9431, 2,    117.631,   18.9,   0.97953, 0, 0, 0, 0
"SX2767340C", 0.208, 1,    125.404,   82.0,    1.0443, 2,     117.57,  -98.9,   0.97903, 0, 0, 0, 0
"SX3067478A", 0.208, 1,    115.083,  -40.4,   0.95831, 2,    111.707,  139.2,    0.9302, 0, 0, 0, 0
"SX2730149C", 0.208, 1,      122.9,   81.4,    1.0234, 2,    123.334,  -98.6,     1.027, 0, 0, 0, 0
"SX2989566B", 0.208, 1,    115.986, -161.9,   0.96584, 2,    117.138,   18.2,   0.97543, 0, 0, 0, 0
"SX2973791A", 0.208, 1,    113.896,  -40.7,   0.94843, 2,     110.99,  138.9,   0.92423, 0, 0, 0, 0
"SX3029055B", 0.208, 1,    118.482, -160.9,   0.98662, 2,    114.983,   18.7,   0.95749, 0, 0, 0, 0
"SX3067506C", 0.208, 1,    124.525,   83.4,    1.0369, 2,     122.97,  -96.8,     1.024, 0, 0, 0, 0
"SX2898515C", 0.208, 1,    123.853,   83.4,    1.0313, 2,    122.849,  -96.8,     1.023, 0, 0, 0, 0
"SX3198347C", 0.208, 1,    124.327,   83.4,    1.0353, 2,    122.859,  -96.8,    1.0231, 0, 0, 0, 0
"SX3048946C", 0.208, 1,    123.342,   83.3,    1.0271, 2,    123.854,  -96.7,    1.0314, 0, 0, 0, 0
"SX3048966C", 0.208, 1,    122.652,   83.2,    1.0213, 2,    124.575,  -96.6,    1.0374, 0, 0, 0, 0
"SX2992656A", 0.208, 1,     119.32,  -37.7,   0.99359, 2,    119.588,  142.3,   0.99583, 0, 0, 0, 0
"SX2973833B", 0.208, 1,    119.594, -158.0,   0.99588, 2,    121.696,   22.2,    1.0134, 0, 0, 0, 0
"SX2786266A", 0.208, 1,     120.54,  -37.8,    1.0038, 2,    119.052,  142.0,   0.99136, 0, 0, 0, 0
"SX2917333A", 0.208, 1,    118.994,  -38.0,   0.99088, 2,    119.995,  142.2,   0.99922, 0, 0, 0, 0
"SX2842383A", 0.208, 1,    118.658,  -38.2,   0.98809, 2,    120.352,  142.1,    1.0022, 0, 0, 0, 0
"SX2842384C", 0.208, 1,    123.948,   82.8,    1.0321, 2,    123.197,  -97.3,    1.0259, 0, 0, 0, 0
"SX3160871C", 0.208, 1,    124.409,   82.8,     1.036, 2,    121.871,  -97.5,    1.0148, 0, 0, 0, 0
"SX3030203C", 0.208, 1,    123.034,   82.6,    1.0245, 2,    123.258,  -97.4,    1.0264, 0, 0, 0, 0
"SX3179673C", 0.208, 1,     124.14,   82.7,    1.0337, 2,    122.642,  -97.5,    1.0213, 0, 0, 0, 0
"SX3048965B", 0.208, 1,    119.021, -158.9,   0.99111, 2,    118.832,   21.1,   0.98954, 0, 0, 0, 0
"SX2692660A", 0.208, 1,    119.472,  -38.4,   0.99486, 2,    115.818,  141.1,   0.96443, 0, 0, 0, 0
"SX2805034A", 0.208, 1,     119.08,  -38.3,    0.9916, 2,    119.404,  141.7,    0.9943, 0, 0, 0, 0
"SX2898522A", 0.208, 1,    119.715,  -37.7,   0.99689, 2,    119.731,  142.3,   0.99702, 0, 0, 0, 0
"SX2692661A", 0.208, 1,    118.349,  -37.9,   0.98551, 2,    121.076,  142.4,    1.0082, 0, 0, 0, 0
"SX3067448C", 0.208, 1,    123.247,   84.7,    1.0263, 2,    121.679,  -95.5,    1.0132, 0, 0, 0, 0
"SX2935552C", 0.208, 1,     121.25,   81.1,    1.0097, 2,    122.352,  -98.7,    1.0188, 0, 0, 0, 0
"SX2822864C", 0.208, 1,     120.21,   81.0,     1.001, 2,    122.272,  -98.7,    1.0182, 0, 0, 0, 0
"SX2822865C", 0.208, 1,    121.994,   81.2,    1.0159, 2,    120.764,  -98.9,    1.0056, 0, 0, 0, 0
"SX2916605C", 0.208, 1,    121.532,   81.2,     1.012, 2,    120.993,  -98.9,    1.0075, 0, 0, 0, 0
"SX3085394C", 0.208, 1,    120.437,   81.0,    1.0029, 2,    122.072,  -98.8,    1.0165, 0, 0, 0, 0
"SX2804250C", 0.208, 1,    121.222,   81.2,    1.0094, 2,    120.585,  -98.9,    1.0041, 0, 0, 0, 0
"SX3048205C", 0.208, 1,    119.996,   81.0,   0.99923, 2,    121.328,  -98.8,    1.0103, 0, 0, 0, 0
"SX3048228C", 0.208, 1,    121.086,   81.2,    1.0083, 2,    119.793,  -99.0,   0.99754, 0, 0, 0, 0
"SX2935550C", 0.208, 1,    120.531,   81.1,    1.0037, 2,    120.081,  -99.0,   0.99994, 0, 0, 0, 0
"SX2710509C", 0.208, 1,    119.499,   80.9,   0.99509, 2,    121.595,  -98.8,    1.0125, 0, 0, 0, 0
"SX2822862C", 0.208, 1,     120.58,   81.1,    1.0041, 2,    120.531,  -98.9,    1.0037, 0, 0, 0, 0
"SX3066806C", 0.208, 1,    120.101,   81.0,    1.0001, 2,    121.003,  -98.9,    1.0076, 0, 0, 0, 0
"SX2916606C", 0.208, 1,    121.867,   81.2,    1.0148, 2,    120.632,  -98.9,    1.0045, 0, 0, 0, 0
"SX3235243C", 0.208, 1,    118.474,   78.3,   0.98655, 2,     120.97, -101.4,    1.0073, 0, 0, 0, 0
"SX2786273B", 0.208, 1,    123.177, -160.7,    1.0257, 2,     121.38,   19.1,    1.0107, 0, 0, 0, 0
"SX2805036B", 0.208, 1,    122.673, -160.8,    1.0215, 2,    122.604,   19.2,    1.0209, 0, 0, 0, 0
"SX3178997C", 0.208, 1,    122.574,   79.6,    1.0207, 2,    121.981, -100.4,    1.0158, 0, 0, 0, 0
"SX3122849B", 0.208, 1,    117.743, -162.1,   0.98047, 2,    116.869,   17.8,   0.97319, 0, 0, 0, 0
"SX2766750C", 0.208, 1,    121.003,   79.5,    1.0076, 2,    122.352, -100.3,    1.0188, 0, 0, 0, 0
"SX2763153A", 0.208, 1,    119.219,  -40.9,   0.99276, 2,    118.155,  138.9,    0.9839, 0, 0, 0, 0
"SX3104157C", 0.208, 1,    121.665,   79.6,    1.0131, 2,    122.317, -100.4,    1.0186, 0, 0, 0, 0
"SX_293471A", 0.208, 1,    118.733,  -41.0,   0.98871, 2,    119.194,  139.0,   0.99255, 0, 0, 0, 0
"SX_293471B", 0.208, 1,    119.096, -161.9,   0.99173, 2,    116.325,   17.7,   0.96866, 0, 0, 0, 0
"SX_293471C", 0.208, 1,    121.879,   79.6,    1.0149, 2,    122.101, -100.4,    1.0168, 0, 0, 0, 0
"SX2748158A", 0.208, 1,    118.907,  -41.1,   0.99016, 2,     120.04,  139.0,   0.99959, 0, 0, 0, 0
"SX3104133A", 0.208, 1,    118.593,  -41.1,   0.98754, 2,    119.825,  139.1,    0.9978, 0, 0, 0, 0
"SX2673346C", 0.208, 1,    121.078,   79.5,    1.0082, 2,    123.008, -100.3,    1.0243, 0, 0, 0, 0
"SX3254238B", 0.208, 1,    118.934, -161.9,   0.99038, 2,    116.762,   17.8,    0.9723, 0, 0, 0, 0
"SX3048230C", 0.208, 1,    121.355,   79.5,    1.0105, 2,    122.496, -100.3,      1.02, 0, 0, 0, 0
"SX2841637C", 0.208, 1,    123.393,   79.8,    1.0275, 2,    120.361, -100.6,    1.0023, 0, 0, 0, 0
"SX2897780B", 0.208, 1,     119.42, -161.9,   0.99443, 2,    117.467,   17.9,   0.97817, 0, 0, 0, 0
"SX3235255B", 0.208, 1,    119.185, -162.0,   0.99248, 2,    118.598,   17.9,   0.98758, 0, 0, 0, 0
"SX3216370A", 0.208, 1,    119.091,  -41.1,   0.99169, 2,    120.314,  139.0,    1.0019, 0, 0, 0, 0
"SX3216370B", 0.208, 1,    119.279, -162.0,   0.99326, 2,    118.085,   17.9,   0.98331, 0, 0, 0, 0
"SX3216370C", 0.208, 1,    122.152,   79.5,    1.0172, 2,    122.836, -100.4,    1.0229, 0, 0, 0, 0
"SX2785527A", 0.208, 1,    119.706,  -41.0,   0.99681, 2,     119.51,  139.0,   0.99518, 0, 0, 0, 0
"SX2766729A", 0.208, 1,     119.93,  -41.0,   0.99867, 2,    118.823,  138.9,   0.98946, 0, 0, 0, 0
"SX3197641A", 0.208, 1,    121.647,  -44.7,     1.013, 2,    120.293,  135.2,    1.0017, 0, 0, 0, 0
"SX2973161A", 0.208, 1,     121.16,  -44.6,    1.0089, 2,    119.764,  135.2,    0.9973, 0, 0, 0, 0
"SX2673306C", 0.208, 1,    118.197,   80.8,   0.98424, 2,    120.708,  -98.9,    1.0052, 0, 0, 0, 0
"SX2785515C", 0.208, 1,    119.874,   81.0,   0.99821, 2,    119.015,  -99.1,   0.99105, 0, 0, 0, 0
"SX2729429A", 0.208, 1,    121.437,  -44.6,    1.0112, 2,    119.253,  135.1,   0.99304, 0, 0, 0, 0
"SX2841633A", 0.208, 1,    121.195,  -44.7,    1.0092, 2,    119.496,  135.1,   0.99507, 0, 0, 0, 0
"SX3235258A", 0.208, 1,    120.864,  -44.7,    1.0065, 2,    119.568,  135.1,   0.99566, 0, 0, 0, 0
"SX3235258B", 0.208, 1,    123.521, -166.4,    1.0286, 2,    119.633,   13.2,   0.99621, 0, 0, 0, 0
"SX3235258C", 0.208, 1,    119.931,   79.3,   0.99868, 2,    121.017, -100.6,    1.0077, 0, 0, 0, 0
"SX2729414A", 0.208, 1,    119.463,  -44.9,   0.99479, 2,     119.64,  135.2,   0.99626, 0, 0, 0, 0
"SX2729414B", 0.208, 1,     121.08, -166.7,    1.0083, 2,    122.656,   13.5,    1.0214, 0, 0, 0, 0
"SX2729414C", 0.208, 1,    119.063,   79.3,   0.99146, 2,    120.831, -100.5,    1.0062, 0, 0, 0, 0
"SX2973167B", 0.208, 1,    122.408, -166.6,    1.0193, 2,    121.762,   13.4,    1.0139, 0, 0, 0, 0
"SX3189189B", 0.208, 1,    121.625, -166.7,    1.0128, 2,    122.495,   13.5,      1.02, 0, 0, 0, 0
"SX3189188C", 0.208, 1,     118.75,   79.4,   0.98885, 2,    119.317, -100.5,   0.99357, 0, 0, 0, 0
"SX2935560C", 0.208, 1,      119.5,   79.3,    0.9951, 2,    120.291, -100.6,    1.0017, 0, 0, 0, 0
"SX2916610B", 0.208, 1,    123.245, -166.4,    1.0263, 2,     120.33,   13.2,     1.002, 0, 0, 0, 0
"SX3216368C", 0.208, 1,    119.435,   79.3,   0.99455, 2,    120.351, -100.5,    1.0022, 0, 0, 0, 0
"SX3207907A", 0.208, 1,    117.689,  -45.0,   0.98002, 2,    119.534,  135.3,   0.99538, 0, 0, 0, 0
"SX3207907B", 0.208, 1,    123.258, -166.2,    1.0264, 2,    117.809,   13.1,   0.98102, 0, 0, 0, 0
"SX3207907C", 0.208, 1,    121.026,   79.7,    1.0078, 2,    116.966, -100.8,     0.974, 0, 0, 0, 0
"SX2973166C", 0.208, 1,    118.856,   79.3,   0.98973, 2,    120.317, -100.5,    1.0019, 0, 0, 0, 0
"SX2710532C", 0.208, 1,    119.789,   79.4,    0.9975, 2,    120.174, -100.6,    1.0007, 0, 0, 0, 0
"SX2860504A", 0.208, 1,    119.003,  -45.0,   0.99096, 2,    119.609,  135.1,     0.996, 0, 0, 0, 0
"SX3085403A", 0.208, 1,    120.252,  -44.8,    1.0014, 2,    117.856,  134.9,    0.9814, 0, 0, 0, 0
"SX2954355A", 0.208, 1,    120.161,  -44.8,    1.0006, 2,    118.499,  135.0,   0.98676, 0, 0, 0, 0
"SX3122827A", 0.208, 1,    119.217,  -44.9,   0.99274, 2,    119.086,  135.1,   0.99165, 0, 0, 0, 0
"SX3195751A", 0.208, 1,    120.114,  -45.1,    1.0002, 2,    120.531,  134.9,    1.0037, 0, 0, 0, 0
"SX2766724C", 0.208, 1,    121.923,   79.5,    1.0153, 2,    119.889, -100.8,   0.99834, 0, 0, 0, 0
"SX3197647A", 0.208, 1,    120.951,  -44.8,    1.0072, 2,    120.425,  135.2,    1.0028, 0, 0, 0, 0
"SX2821010A", 0.208, 1,    119.526,  -45.2,   0.99531, 2,    120.578,  135.0,    1.0041, 0, 0, 0, 0
"SX2895461A", 0.208, 1,    119.909,  -45.2,    0.9985, 2,    120.796,  134.9,    1.0059, 0, 0, 0, 0
